id,gender,vetek,age,Total_income,Total_km,month
678,m,7.7,50.0,5185094,8033,january
679,m,10.4,27.0,3232756,8523,january
680,m,18.9,55.5,90547,11036,january
681,m,4.5,51.2,1461361,9247,january
682,m,10.8,40.9,68201,7471,january
683,unknown,3.6,48.7,2473520,8328,january
684,m,169.0,120.3,2494883,11432,january
685,m,7.8,41.3,96479,11935,january
686,m,5.5,35.1,1944767,8634,january
687,m,9.8,38.1,94414,8961,january
688,m,4.0,35.8,2146504,9550,january
689,m,2.4,57.4,348444,7544,january
690,m,8.8,14.92367975713193,7705541,7275,january
691,m,129.0,38.3,111062,7925,january
692,m,2.3,36.7,889813,7842,january
693,unknown,9.9,47.4,1057448,9010,january
694,m,8.8,51.0,3237318,8265,january
695,m,15.1,34.7,1810320,9971,january
696,m,14.7,35.4,1574841,8776,january
697,m,15.2,29.3,80865,11351,january
698,m,5.0,56.9,1572926,8248,january
699,m,17.8,33.1,62602,7787,january
700,m,10.6,45.5,9089695,9095,january
701,m,10.7,31.7,87946,7000,january
702,m,12.7,51.8,3824303,10860,january
703,m,7.8,120.3,150696,10476,january
704,f,7.7,52.0,2248325,8862,january
705,m,1.7,40.9,8055022,10812,january
706,m,112.0,45.8,155349,17130,january
707,m,12.6,50.7,68922,8080,january
708,m,1.6,34.8,611288,8051,january
709,m,12.6,33.0,3691408,9539,january
710,m,7.4,51.7,134897,9756,january
711,m,17.6,45.9,78012,7719,january
712,f,13.8,120.3,69777,7086,january
713,m,18.2,40.2,3395329,8222,january
714,m,9.7,34.0,63084,8278,january
715,m,5.3,46.2,2156238,8858,january
716,m,361.0,34.0,585900,6393,january
717,m,18.7,46.1,68392,7549,january
718,m,1.7,59.4,149937,9692,january
719,m,356.0,26.9,107027,9099,january
720,m,15.1,58.8,84086,7340,january
721,m,14.4,31.0,136676,9049,january
722,m,18.3,39.8,4530764,13999,january
723,unknown,3.7,120.3,1650985,8169,january
724,f,16.0,42.1,107083,9339,january
725,m,3.3,33.4,4372117,9145,january
726,m,4.5,52.4,1967519,8772,january
727,m,16.6,48.2,4295477,12211,january
728,m,2.9,51.8,124074,8500,january
729,m,9.7,54.0,121841,10302,january
730,m,1.5,55.1,2443083,8487,january
731,unknown,7.5,29.6,4020529,11426,january
732,m,179.0,48.3,3424943,6718,january
733,m,13.6,46.5,768329,9182,january
734,m,11.6,41.5,74108,7634,january
735,m,4.8,48.4,4022739,9048,january
736,m,13.3,38.2,124215,11057,january
737,m,94.0,52.4,3566689,9274,january
738,m,92.0,31.1,76881,7258,january
739,m,218.0,32.0,118564,8635,january
740,m,9.9,48.8,72364,7704,january
741,m,11.2,36.6,132392,9136,january
742,m,1.4,42.1,2153248,9249,january
743,m,1.1,50.2,117803,8854,january
744,m,14.3,42.5,79734,9431,january
745,m,15.9,45.4,164235,16287,january
746,m,1.6,42.6,113945,7816,january
747,m,242.0,37.8,87143,8499,january
748,f,14.3,35.0,3684103,8584,january
749,m,12.2,34.3,85048,9164,january
750,m,16.5,51.9,115866,8790,january
751,m,6.5,50.0,91253,8871,january
752,m,142.0,57.9,128523,8472,january
753,m,12.8,27.1,111227,8765,january
754,m,11.8,49.8,2742555,8637,january
755,m,14.7,47.4,4099331,8097,january
756,unknown,95.0,49.2,2463553,8500,january
757,m,13.5,120.3,5264905,9140,january
758,m,3.4,40.2,86888,8687,january
759,m,3.4,38.8,2442558,9056,january
760,m,11.1,42.1,3158615,10559,january
761,m,8.7,27.7,116405,11460,january
762,m,14.9,41.6,126647,8182,january
763,m,6.6,31.4,3495769,9121,january
764,m,15.0,41.7,74779,9673,january
765,m,296.0,42.0,155927,8686,january
766,m,7.1,56.8,3748934,9915,january
767,m,1.2,51.0,594460,9842,january
768,m,6.3,57.9,78024,7600,january
769,unknown,18.9,53.2,1450008,8671,january
770,m,15.9,50.3,2786845,9136,january
771,m,12.7,53.8,68646,8557,january
772,m,8.2,42.1,115593,10415,january
773,m,14.6,120.3,2091787,10904,january
774,m,17.0,56.5,3311826,9121,january
775,m,9.8,44.5,697006,7836,january
776,m,15.6,120.3,404002,7568,january
777,m,16.0,53.6,84661,7086,january
778,m,4.5,56.9,102770,8063,january
779,m,18.0,30.525708594133494,120722,8761,january
780,m,1.9,46.2,3917991,9771,january
781,m,14.1,27.7,199189,10146,january
782,m,15.8,51.4,1506036,11064,january
783,m,9.7,37.7,2286408,8235,january
784,m,86.0,48.3,1140553,9531,january
785,m,14.7,24.92932868520902,1011611,8981,january
786,m,0.0,40.8,138618,11149,january
787,m,12.3,53.6,151647,10945,january
788,m,18.3,26.9,1349246,8829,january
789,f,8.0,34.1,3087375,9726,january
790,m,5.0,31.6,62486,7673,january
791,m,8.0,54.3,66150,7931,january
792,m,8.7,120.3,2886442,8619,january
793,m,12.5,29.3,83225,7332,january
794,m,12.3,28.8,1413773,10473,january
795,m,8.6,44.7,4012005,7875,january
796,m,127.0,54.0,93599,10836,january
797,m,5.9,38.9,90870,10316,january
798,m,144.0,29.6,2921508,8192,january
799,m,1.1,39.7,112256,8220,january
800,m,15.0,49.8,72659,8156,january
801,m,11.4,36.8,172925,15652,january
802,m,11.4,31.3,2051432,9945,january
803,m,13.8,33.9,2868355,15538,january
804,m,13.2,26.7,91879,10059,january
805,m,10.5,35.1,76181,8225,january
806,m,7.6,44.4,84053,6946,january
807,m,12.8,120.3,2030608,7351,january
808,m,4.6,39.6,1750535,9801,january
809,m,17.8,34.6,73772,8656,january
810,m,2.3,38.8,750674,8659,january
811,m,18.6,120.3,3711767,14008,january
812,m,337.0,49.0,109879,10476,january
813,m,16.7,50.6,3422131,7561,january
814,m,18.7,27.4,110061,7436,january
815,unknown,100.0,58.6,70788,7651,january
816,m,1.0,26.3,1149347,8838,january
817,m,7.4,30.1,3121745,11405,january
818,m,4.6,120.3,95252,8562,january
819,m,15.2,27.9,3212321,7672,january
820,m,14.0,26.4,137241,10113,january
821,m,4.4,49.9,104758,11919,january
822,unknown,2.9,48.3,4256947,11941,january
823,m,125.0,44.7,2225429,9229,january
824,m,2.9,50.5,3402629,10263,january
825,m,5.7,34.0,1195847,7371,january
826,m,5.3,28.1,2727353,8202,january
827,m,3.2,59.6,533923,11617,january
828,unknown,1.1,44.9,90610,10559,january
829,m,194.0,29.6,2205532,7477,january
830,m,5.2,44.2,148443,8695,january
831,m,8.5,48.6,86016,9211,january
832,m,13.3,120.3,121535,8931,january
833,m,14.0,40.2,87675,8201,january
834,m,1.8,34.1,72245,8931,january
835,m,12.8,120.3,126945,10881,january
836,unknown,74.0,49.5,96694,11468,january
837,m,12.8,30.4,108791,7329,january
838,m,17.2,120.3,100934,12152,january
839,m,1.6,31.1,2737744,7895,january
840,m,109.0,30.2,10792915,11874,january
841,m,252.0,42.5,110657,11571,january
842,m,6.3,42.8,125191,9225,january
843,f,15.0,34.9,82008,6588,january
844,m,2.4,41.8,11927944,9553,january
845,m,5.5,120.3,134396,9542,january
846,m,17.2,27.4,5762953,8809,january
847,m,5.2,45.3,105904,8398,january
848,m,10.1,52.6,75265,7552,january
849,m,12.1,59.8,2173006,8310,january
850,m,1.4,33.7,67621,10059,january
851,m,2.4,37.3,1713070,8085,january
852,f,13.3,32.2,82382,8638,january
853,m,2.3,36.8,74284,7697,january
854,m,18.7,38.5,1052737,6920,january
855,m,15.2,58.5,2093590,9624,january
856,m,16.7,48.1,20042919,12682,january
857,m,3.3,32.2,122475,10955,january
858,m,1.5,32.6,3142068,7177,january
859,m,4.2,38.4,1482311,9054,january
860,m,16.8,32.7,550457,9277,january
861,m,12.6,42.3,116394,9459,january
862,f,4.1,48.0,2521656,8690,january
863,m,17.6,42.6,6111362,8586,january
864,m,8.6,30.0,2492082,12558,january
865,m,103.0,52.9,5523244,10830,january
866,m,6.1,29.7,99436,8657,january
867,m,10.1,47.8,106495,10477,january
868,m,7.3,26.8,105477,9738,january
869,m,13.3,32.5,2944801,12530,january
870,m,2.6,37.2,1504613,8574,january
871,m,7.2,12.210283437653397,99159,8219,january
872,m,11.6,44.9,90065,8929,january
873,m,16.5,27.4,156204,7927,january
874,m,2.2,32.3,2018818,10949,january
875,unknown,16.3,36.7,142895,8355,january
876,m,5.8,28.9,147104,11832,january
877,m,16.7,35.2,2316935,9022,january
878,m,5.5,30.6,138140,9885,january
879,unknown,3.3,58.7,125268,8428,january
880,m,212.0,39.4,278106,10339,january
881,m,2.0,47.3,95348,9536,january
882,m,219.0,28.0,4401867,10052,january
883,m,15.3,25.94685230501347,136173,8829,january
884,m,204.0,58.4,133781,9431,january
885,m,6.5,57.1,3662867,7386,january
886,m,10.7,54.0,2062857,8529,january
887,m,9.0,120.3,95140,11916,january
888,m,4.0,120.3,84009,7002,january
889,unknown,2.0,50.0,3635881,8358,january
890,m,17.6,49.7,1710485,9412,january
891,m,13.8,50.8,1065777,7065,january
892,m,15.5,59.7,99027,11967,january
893,m,2.4,33.1,97186,9070,january
894,m,18.1,41.6,79733,7604,january
895,m,17.3,27.8,140389,8277,january
896,m,10.0,52.8,1014184,9239,january
897,m,2.5,38.0,929345,9523,january
898,m,9.0,41.2,7654252,9025,january
899,m,10.2,52.9,4119522,8910,january
900,m,9.4,35.8,3168076,7626,january
901,m,9.0,50.8,105171,7530,january
902,m,5.8,57.9,119300,9740,january
903,m,16.7,120.3,67266,8475,january
904,m,4.0,120.3,91444,9210,january
905,m,15.8,26.9,3343915,9287,january
906,m,5.3,51.6,72316,8869,january
907,f,3.8,55.4,17559961,11454,january
908,m,15.1,33.4,123756,8865,january
909,f,18.5,39.5,4948781,8571,january
910,m,209.0,52.5,942423,14164,january
911,m,13.9,48.1,4868154,9194,january
912,m,16.5,50.2,3601905,9627,january
913,m,9.3,47.9,2433609,8041,january
914,m,6.4,48.8,4905932,8691,january
915,m,13.0,41.3,165306,9679,january
916,m,18.0,59.4,555878,7926,january
917,m,17.7,27.0,1113819,9046,january
918,m,2.6,39.3,140782,8496,january
919,m,11.6,28.9,105317,10101,january
920,unknown,14.6,59.3,59762,8516,january
921,m,17.4,50.2,4386914,8915,january
922,m,292.0,53.0,81881,9698,january
923,m,7.7,26.6,133893,7871,january
924,m,11.3,58.7,732071,9972,january
925,m,5.5,51.7,72211,6531,january
926,m,14.0,38.1,4397664,12831,january
927,m,9.6,47.8,84410,8959,january
928,m,14.1,57.4,93468,8981,january
929,m,4.4,36.0,79631,8230,january
930,m,16.9,48.3,106486,8996,january
931,m,15.4,56.6,2619912,8528,january
932,unknown,12.0,31.9,3482302,10520,january
933,m,14.2,42.9,7668142,12882,january
934,m,13.9,26.6,75637,8490,january
935,m,121.0,33.2,1479409,7260,january
936,m,11.4,50.2,3534727,9464,january
937,m,11.5,49.3,6860702,10945,january
938,m,16.4,58.6,127993,7610,january
939,m,2.4,43.8,3634333,8863,january
940,m,9.6,48.3,1106591,8969,january
941,m,2.8,29.4,4276273,8374,january
942,m,14.9,44.6,90413,8750,january
943,f,232.0,52.8,355423,12044,january
944,m,14.1,43.7,4263176,13655,january
945,m,7.3,34.8,135116,7592,january
946,m,6.6,47.1,184706,8606,january
947,m,14.9,35.9,108624,13699,january
948,m,3.6,31.9,2236844,11757,january
949,m,12.6,30.7,106307,12492,january
950,m,6.3,29.1,99947,11685,january
951,m,10.5,59.9,4893981,7765,january
952,m,4.4,50.9,2427958,7786,january
953,m,14.8,42.1,16801423,13124,january
954,m,5.8,36.4,21074222,14887,january
955,m,8.5,30.1,8048291,7436,january
956,m,15.6,59.6,4874371,9153,january
957,m,5.3,49.7,1384896,10013,january
958,m,2.3,36.9,71833,7890,january
959,m,13.2,57.4,5588735,11097,january
960,m,9.8,50.1,69364,8576,january
961,m,6.9,56.7,2247627,9667,january
962,unknown,289.0,48.0,93207,9408,january
963,m,10.8,45.2,3650539,8247,january
964,m,6.4,44.5,197292,9413,january
965,m,5.6,60.2,166384,15703,january
966,m,28.0,41.1,70771,8303,january
967,m,2.4,50.5,2581353,7419,january
968,unknown,2.6,53.8,89398,8328,january
969,f,265.0,57.2,94355,8419,january
970,m,11.4,28.3,403502,10610,january
971,m,15.5,58.2,1924756,7260,january
972,m,1.6,60.2,1764159,9157,january
973,m,15.8,33.8,3271547,6681,january
974,m,8.2,28.7,1338606,8143,january
975,m,9.3,40.8,102583,7164,january
976,m,1.9,52.2,110432,7652,january
977,m,3.7,50.6,77143,8566,january
978,m,8.0,34.6,4683584,11036,january
979,m,9.9,59.1,5371015,8363,january
980,m,2.1,30.3,122630,8498,january
981,m,1.6,56.6,419336,8199,january
982,m,9.4,120.3,166724,9610,january
983,m,14.7,30.3,7492642,7948,january
984,m,10.7,36.6,5718250,8826,january
985,m,15.1,46.2,4707199,11962,january
986,m,8.6,28.9,715092,7865,january
987,m,13.8,26.8,2729943,7782,january
988,m,11.3,26.5,1360647,8853,january
989,m,6.4,120.3,3802396,7741,january
990,m,4.7,30.8,94105,9634,january
991,m,11.1,29.6,4123004,8192,january
992,m,17.3,30.4,1473078,7687,january
993,m,2.9,29.9,6420349,7384,january
994,m,2.6,37.1,64630,8334,january
995,m,3.7,120.3,122747,9603,january
996,m,175.0,36.1,3564864,7745,january
997,m,10.5,55.9,2035002,9173,january
998,m,1.4,26.4,107888,9654,january
999,m,14.1,39.4,122766,9284,january
1000,m,4.0,39.6,2042721,8003,january
1,f,1.4,37.8,1744998,6425,february
2,m,1.0,59.8,134663,11510,february
3,m,4.7,43.4,125782,8308,february
4,m,11.7,53.9,2085251,7978,february
5,m,4.7,34.1,1575194,12612,february
6,m,15.1,29.8,67226,8821,february
7,m,14.1,35.1,4680275,9119,february
8,m,13.2,33.7,3110585,11176,february
9,m,8.9,44.7,137617,7962,february
10,m,6.4,39.8,127820,9583,february
11,m,215.0,33.4,156259,10084,february
12,m,15.6,53.3,4155066,7551,february
13,m,15.2,37.8,113622,8233,february
14,m,1.7,51.0,107542,8297,february
15,m,4.2,29.3,4539253,7628,february
16,m,8.0,42.2,62862,8124,february
17,m,18.5,120.3,125299,8099,february
18,m,16.0,30.7,5294650,9760,february
19,m,12.4,120.3,876837,11745,february
20,m,18.1,46.4,85783,9561,february
21,m,7.5,27.1,104522,8896,february
22,m,13.8,44.5,471458,7901,february
23,m,322.0,45.4,119896,9016,february
24,m,12.8,27.4,91949,7457,february
25,m,14.6,29.1,81405,10634,february
26,f,2.7,41.9,2031198,7790,february
27,m,12.8,48.7,6828185,8272,february
28,m,4.4,59.6,65441,6701,february
29,m,10.7,40.8,2435458,11119,february
30,m,9.2,40.4,72173,7842,february
31,unknown,16.8,31.0,4152663,10863,february
32,m,2.4,49.8,78868,8557,february
33,m,15.2,49.4,3380028,9697,february
34,m,18.6,120.3,2295228,8955,february
35,m,4.0,47.7,94924,9452,february
36,m,16.3,31.8,112196,7372,february
37,m,12.4,38.1,133205,7817,february
38,unknown,5.9,45.7,105866,9059,february
39,m,1.1,53.1,67186,8353,february
40,m,9.0,30.7,134396,12309,february
41,m,10.0,31.2,4861594,10496,february
42,m,13.9,50.7,83546,9680,february
43,m,1.2,51.7,3575930,7847,february
44,m,8.9,55.4,155282,14289,february
45,m,11.4,34.7,108687,8163,february
46,m,13.7,29.6,112766,8468,february
47,m,5.3,35.1,98181,9213,february
48,m,11.9,57.5,5023510,8308,february
49,m,3.0,39.4,2636785,11239,february
50,m,9.0,47.5,428700,7003,february
51,unknown,6.9,33.8,3622103,9091,february
52,m,5.2,49.6,83587,7169,february
53,m,7.9,50.8,93552,8447,february
54,m,1.3,51.5,79241,8856,february
55,m,2.7,28.3,76901,9696,february
56,m,14.0,32.9,1815726,7758,february
57,m,16.7,59.4,2375113,9332,february
58,m,6.9,55.5,89929,7384,february
59,m,8.1,41.1,143502,8018,february
60,m,11.0,47.8,158135,9021,february
61,m,16.4,28.7,67828,6477,february
62,m,4.3,28.3,163855,9790,february
63,m,12.5,55.9,3065381,10062,february
64,m,5.6,40.4,80703,8435,february
65,unknown,15.7,41.2,69645,8045,february
66,m,18.9,34.3,3504440,11857,february
67,m,130.0,54.7,145257,10750,february
68,f,351.0,29.5,140054,8960,february
69,m,11.5,51.4,4866596,8833,february
70,f,4.7,53.3,1604946,11438,february
71,m,1.0,34.1,3202684,12706,february
72,m,11.5,41.1,125355,8404,february
73,m,14.7,42.9,1937578,10413,february
74,m,15.0,31.6,79102,7415,february
75,m,6.5,41.7,3106013,9071,february
76,unknown,11.5,41.1,93746,7949,february
77,m,8.9,57.8,86675,8286,february
78,m,7.9,30.4,170511,9583,february
79,m,4.9,36.0,3053270,9289,february
80,m,17.5,52.0,6235274,11167,february
81,m,14.4,36.4,451799,9343,february
82,m,4.0,56.2,76305,7649,february
83,m,8.2,60.0,1904544,9399,february
84,unknown,18.8,30.8,117656,10486,february
85,m,16.7,33.1,118269,10746,february
86,unknown,5.4,120.3,76391,8820,february
87,m,15.4,42.4,4040754,8372,february
88,m,18.0,38.0,3163149,10993,february
89,m,7.5,37.2,7402314,8889,february
90,m,11.5,54.5,72898,6937,february
91,m,2.7,27.9,556149,8517,february
92,m,15.1,36.0,58157,6877,february
93,f,14.3,32.8,98115,7792,february
94,m,9.2,120.3,77655,8650,february
95,m,14.3,49.4,110913,8576,february
96,m,9.4,31.5,6426239,8507,february
97,m,11.0,56.5,102889,8053,february
98,m,10.5,33.4,4326799,9499,february
99,m,5.7,49.7,107511,14059,february
100,m,17.2,32.5,69672,7908,february
101,m,313.0,120.3,2437416,11447,february
102,m,11.6,49.6,99084,10376,february
103,m,11.8,58.7,4097399,7887,february
104,unknown,5.7,51.4,102451,8599,february
105,m,2.2,42.7,3631329,9474,february
106,m,1.2,36.7,115727,10202,february
107,m,10.0,44.0,76215,9553,february
108,m,2.9,46.1,1266973,9241,february
109,m,7.3,39.9,3368700,9020,february
110,m,15.7,53.7,69531,7698,february
111,m,275.0,39.7,270179,12418,february
112,m,322.0,49.1,136041,7715,february
113,m,16.9,120.3,99177,8729,february
114,m,337.0,55.5,2234897,11728,february
115,m,17.6,30.6,108607,11155,february
116,m,10.6,37.2,3401341,10757,february
117,m,17.1,53.8,95009,10862,february
118,m,9.3,34.1,111954,7872,february
119,m,15.4,60.0,85606,7098,february
120,f,7.2,43.8,147546,10644,february
121,m,18.4,53.0,3491055,8665,february
122,m,5.7,36.3,77044,9301,february
123,m,11.5,59.6,1894073,9373,february
124,m,9.5,29.5,1802246,8595,february
125,m,9.2,31.5,64919,7359,february
126,m,271.0,47.5,104261,11351,february
127,m,11.8,49.9,172910,12066,february
128,m,5.9,46.3,1157867,12093,february
129,m,11.3,29.9,1185012,8878,february
130,m,15.0,53.8,7429373,14490,february
131,m,16.0,29.4,101509,12413,february
132,m,17.3,54.9,138285,9931,february
133,m,13.8,37.7,142568,7738,february
134,m,6.2,59.2,9800652,14674,february
135,unknown,10.5,120.3,4112833,8146,february
136,m,1.0,52.9,4059623,12970,february
137,m,17.6,52.6,92034,13222,february
138,m,5.5,28.9,6147476,8686,february
139,m,8.7,50.8,1758200,7901,february
140,m,14.0,120.3,4769767,11247,february
141,m,8.8,39.1,72833,8290,february
142,unknown,14.2,31.7,1719419,8962,february
143,m,7.3,120.3,126715,10421,february
144,m,7.4,37.8,4113650,8651,february
145,m,7.5,44.1,141774,8370,february
146,m,5.6,32.4,62474,7556,february
147,m,14.7,48.0,1761765,8961,february
148,m,9.8,58.8,104784,11476,february
149,m,5.5,46.9,184113,18699,february
150,m,10.2,120.3,415918,8451,february
151,m,18.7,42.8,2787242,8266,february
152,m,3.3,29.8,73231,7987,february
153,m,18.2,27.1,3871303,14216,february
154,m,6.9,120.3,4764021,8842,february
155,m,141.0,51.7,90090,8861,february
156,unknown,272.0,59.1,4744402,7118,february
157,m,16.2,51.2,4418915,10968,february
158,m,3.0,120.3,145993,12821,february
159,m,235.0,42.5,95592,7406,february
160,m,18.1,29.0,140112,9373,february
161,m,2.9,45.9,5513246,12236,february
162,m,12.1,29.8,97857,6533,february
163,m,9.1,52.5,98326,9807,february
164,m,10.5,34.2,1743697,7948,february
165,f,17.6,44.7,132061,9033,february
166,m,1.3,120.3,88456,9579,february
167,m,6.7,31.3,97290,9773,february
168,m,11.2,55.0,78430,8361,february
169,m,18.0,54.4,76450,7775,february
170,m,16.2,29.1,67028,7921,february
171,m,155.0,43.6,94741,9725,february
172,m,10.6,50.0,63928,7692,february
173,m,9.3,40.5,2992797,12080,february
174,m,331.0,40.4,3398217,10162,february
175,m,7.2,33.0,1890321,7125,february
176,m,327.0,30.1,74521,8053,february
177,m,1.9,35.3,3358587,13563,february
178,m,7.8,43.4,131203,7088,february
179,unknown,15.2,47.1,98468,7008,february
180,m,10.8,42.5,501421,8237,february
181,m,10.0,31.2,3560170,8614,february
182,m,14.4,35.0,11739837,10890,february
183,m,14.6,36.2,1146240,11385,february
184,m,14.7,40.6,85839,8592,february
185,m,14.5,29.8,1199397,9761,february
186,m,227.0,60.1,74864,8869,february
187,m,17.0,43.1,1119178,9295,february
188,m,18.5,28.0,2041585,7382,february
189,m,5.9,36.0,2845214,8463,february
190,m,14.1,51.9,48744,7202,february
191,m,37.0,44.7,149207,10059,february
192,m,5.7,39.9,4337279,7272,february
193,m,16.4,47.1,4623483,8731,february
194,m,18.7,60.2,144663,10010,february
195,unknown,8.8,48.4,1074328,9606,february
196,m,4.3,40.5,3667940,9212,february
